ID,age,state,city,gender,education,salaryinthousands,race,year,marital_status
5695,43,New Jersey,Hope,Female,Associate degree,95,Asian,2016,Divorced
5696,59,Maine,Cranberry Isles,Female,"Some college, no degree",105,Native Hawaiian or Other Pacific Islander,2019,Separated
5697,43,New Yor,Champlain,Female,High school diploma or equivalent,285,Native Hawaiian or Other Pacific Islander,2012,Divorced
5698,40,Illinois,Yates City,Female,Master’s degree,95,Native Hawaiian or Other Pacific Islander,2013,Married
5699,48,ansas,Howard,Male,Master’s degree,215,White,2012,Divorced
5700,47,entucy,Dunbar,Male,"Some college, no degree",95,Blac or African American,2020,Divorced
5701,44,entucy,Lexington,Male,Master’s degree,185,Native Hawaiian or Other Pacific Islander,2013,Married
5702,77,North Carolina,Alexis,Male,Bachelor’s degree,215,Blac or African American,2019,Married
5703,67,Pennsylvania,Imler,Female,"Some college, no degree",165,Native Hawaiian or Other Pacific Islander,2022,Single
5704,60,Illinois,Colusa,Female,Associate degree,285,Blac or African American,2019,Married
5705,63,Texas,Blossom,Male,"Some college, no degree",65,Native Hawaiian or Other Pacific Islander,2018,Married
5706,19,Florida,Howey In The Hills,Male,Doctoral degree,145,Blac or African American,2015,Divorced
5707,70,New Yor,Grand Gorge,Female,Associate degree,65,Native Hawaiian or Other Pacific Islander,2012,Divorced
5708,22,Pennsylvania,Brocton,Male,Doctoral degree,85,Native Hawaiian or Other Pacific Islander,2021,Married
5709,76,Florida,Fort Lauderdale,Female,"Some college, no degree",245,White,2017,Divorced
5710,32,Indiana,Evansville,Female,Less than high school,145,White,2012,Married
5711,47,Tennessee,Memphis,Female,High school diploma or equivalent,285,Asian,2022,Widowed
5712,77,Aransas,Ravenden Springs,Female,Bachelor’s degree,165,White,2019,Separated
5713,59,Michigan,Grand Rapids,Female,Bachelor’s degree,35,Native Hawaiian or Other Pacific Islander,2013,Divorced
5714,63,Vermont,Charlotte,Male,Associate degree,75,Blac or African American,2019,Single
5715,29,West Virginia,Pageton,Female,Associate degree,45,Asian,2018,Single
5716,63,Maryland,Chaptico,Female,Doctoral degree,55,Asian,2011,Single
5717,64,Louisiana,Pierre Part,Female,Associate degree,145,Asian,2017,Married
5718,65,South Carolina,Conway,Male,High school diploma or equivalent,145,White,2015,Married
5719,75,Missouri,ansas City,Female,Bachelor’s degree,65,American Indian or Alasa Native,2018,Divorced
5720,49,New Jersey,Trenton,Female,Associate degree,35,Native Hawaiian or Other Pacific Islander,2016,Divorced
5721,39,Pennsylvania,Merrittstown,Female,Bachelor’s degree,185,White,2013,Divorced
5722,28,Wisconsin,Franlin,Female,Bachelor’s degree,85,White,2016,Married
5723,46,New Hampshire,Londonderry,Male,Bachelor’s degree,35,Native Hawaiian or Other Pacific Islander,2011,Divorced
5724,29,South Carolina,Ware Shoals,Female,Master’s degree,65,Native Hawaiian or Other Pacific Islander,2015,Separated
5725,67,Idaho,Pocatello,Female,"Some college, no degree",245,White,2011,Married
5726,54,entucy,Elhorn City,Female,"Some college, no degree",125,White,2012,Married
5727,38,Colorado,Slater,Female,Associate degree,105,White,2016,Single
5728,65,California,San Francisco,Female,Associate degree,95,Native Hawaiian or Other Pacific Islander,2021,Married
5729,68,Pennsylvania,Pittston,Female,Associate degree,65,American Indian or Alasa Native,2018,Divorced
5730,22,Michigan,Bay Port,Female,Associate degree,245,Blac or African American,2020,Single
5731,67,Illinois,Deer Grove,Male,Master’s degree,65,Asian,2019,Single
5732,46,Pennsylvania,Allison Par,Male,"Some college, no degree",55,Native Hawaiian or Other Pacific Islander,2012,Married
5733,62,Louisiana,Leonville,Male,High school diploma or equivalent,185,Asian,2018,Divorced
5734,29,New Yor,Cairo,Male,Doctoral degree,35,White,2018,Married
5735,21,Wyoming,Dixon,Female,Associate degree,35,Blac or African American,2020,Separated
5736,22,Florida,ey Largo,Male,Bachelor’s degree,125,White,2013,Married
5737,65,Michigan,North Branch,Male,Bachelor’s degree,105,Native Hawaiian or Other Pacific Islander,2018,Married
5738,24,Pennsylvania,Camp Hill,Male,"Some college, no degree",65,Native Hawaiian or Other Pacific Islander,2021,Married
5739,72,Idaho,Ola,Male,High school diploma or equivalent,45,White,2017,Married
5740,49,Ohio,Cincinnati,Male,Master’s degree,85,Blac or African American,2011,Single
5741,72,Nevada,Fallon,Female,Doctoral degree,95,Blac or African American,2019,Divorced
5742,71,Missouri,Friedheim,Female,"Some college, no degree",55,White,2012,Separated
5743,53,Massachusetts,Sandisfield,Male,Doctoral degree,145,White,2017,Separated
5744,19,Florida,Live Oa,Male,"Some college, no degree",125,Blac or African American,2016,Divorced
5745,24,California,Inglewood,Male,Associate degree,105,White,2016,Married
5746,75,North Carolina,Wallace,Male,Associate degree,75,Native Hawaiian or Other Pacific Islander,2018,Married
5747,24,Texas,Midiff,Female,Bachelor’s degree,215,Blac or African American,2015,Married
5748,40,New Yor,Haines Falls,Male,Doctoral degree,285,White,2010,Married
5749,45,Missouri,Par Hills,Female,Associate degree,95,Asian,2021,Married
5750,63,Indiana,Columbus,Female,Bachelor’s degree,55,Native Hawaiian or Other Pacific Islander,2016,Widowed
5751,43,North Carolina,Pfafftown,Male,Doctoral degree,125,Blac or African American,2017,Married
5752,64,Georgia,Carrollton,Male,Master’s degree,55,White,2015,Married
5753,41,Louisiana,Lae Charles,Female,Bachelor’s degree,95,Native Hawaiian or Other Pacific Islander,2017,Married
5754,39,Washington,Pacific Beach,Female,Bachelor’s degree,245,Asian,2015,Married
5755,43,South Carolina,North Myrtle Beach,Male,Less than high school,145,White,2018,Separated
5756,62,New Yor,Broolyn,Female,"Some college, no degree",185,Blac or African American,2010,Widowed
5757,33,New Yor,Montour Falls,Female,Master’s degree,45,White,2011,Widowed
5758,31,Washington,Clearlae,Male,Doctoral degree,245,Native Hawaiian or Other Pacific Islander,2014,Divorced
5759,69,Minnesota,Manato,Female,Master’s degree,95,Native Hawaiian or Other Pacific Islander,2018,Single
5760,59,Illinois,Dwight,Female,High school diploma or equivalent,185,White,2013,Divorced
5761,55,Maine,Weld,Male,Bachelor’s degree,185,Native Hawaiian or Other Pacific Islander,2020,Married
5762,35,Missouri,Valley Par,Female,Less than high school,105,Blac or African American,2020,Married
5763,67,New Jersey,Pennsville,Male,High school diploma or equivalent,145,American Indian or Alasa Native,2019,Married
5764,55,Florida,Tampa,Male,Doctoral degree,75,Native Hawaiian or Other Pacific Islander,2020,Single
5765,63,Mississippi,Walthall,Male,Associate degree,85,American Indian or Alasa Native,2016,Separated
5766,49,Missouri,Saint Elizabeth,Male,"Some college, no degree",75,White,2010,Married
5767,28,Mississippi,Coila,Female,Less than high school,105,White,2010,Divorced
5768,43,Maine,Westfield,Male,"Some college, no degree",125,White,2010,Married
5769,48,Louisiana,Baton Rouge,Male,Associate degree,75,Native Hawaiian or Other Pacific Islander,2018,Divorced
5770,28,Ohio,Dorset,Male,Less than high school,125,Native Hawaiian or Other Pacific Islander,2011,Married
5771,40,Louisiana,Pioneer,Male,Bachelor’s degree,55,Native Hawaiian or Other Pacific Islander,2020,Single
5772,24,Vermont,Irasburg,Female,High school diploma or equivalent,285,White,2021,Single
5773,27,West Virginia,Sarah Ann,Female,High school diploma or equivalent,105,American Indian or Alasa Native,2017,Single
5774,57,Missouri,New Madrid,Male,Bachelor’s degree,285,White,2022,Married
5775,63,Alabama,Coo Springs,Male,"Some college, no degree",185,American Indian or Alasa Native,2019,Single
5776,26,Indiana,Albany,Female,"Some college, no degree",125,White,2015,Divorced
5777,27,Pennsylvania,Forbes Road,Male,High school diploma or equivalent,165,Native Hawaiian or Other Pacific Islander,2018,Single
5778,30,Utah,Orangeville,Female,"Some college, no degree",105,Asian,2011,Single
5779,23,Nebrasa,Merriman,Male,Master’s degree,55,Native Hawaiian or Other Pacific Islander,2021,Divorced
5780,22,New Yor,Albany,Female,Bachelor’s degree,285,White,2019,Married
5781,68,Illinois,Schaumburg,Male,Doctoral degree,35,Blac or African American,2016,Divorced
5782,42,Texas,Trent,Female,High school diploma or equivalent,215,Asian,2021,Married
5783,67,Alabama,Cheroee,Female,Bachelor’s degree,75,White,2021,Married
5784,57,Tennessee,Franlin,Male,Doctoral degree,85,Blac or African American,2013,Married
5785,39,Indiana,Huntertown,Male,Bachelor’s degree,55,Native Hawaiian or Other Pacific Islander,2016,Separated
5786,71,entucy,Louisville,Male,"Some college, no degree",35,White,2016,Married
5787,71,Alabama,Mobile,Female,Less than high school,125,Blac or African American,2020,Married
5788,29,New Hampshire,Conway,Male,"Some college, no degree",45,American Indian or Alasa Native,2018,Divorced
5789,75,Virginia,Schley,Female,Master’s degree,185,Asian,2010,Widowed
5790,33,Virginia,Buffalo Junction,Male,Doctoral degree,185,Asian,2015,Separated
5791,61,Massachusetts,West Newbury,Female,High school diploma or equivalent,95,White,2013,Single
5792,33,South Carolina,Lae City,Male,Master’s degree,125,Native Hawaiian or Other Pacific Islander,2016,Married
5793,34,Georgia,Laemont,Female,Bachelor’s degree,185,White,2010,Married
5794,33,Utah,Fountain Green,Male,"Some college, no degree",75,Blac or African American,2016,Married
5795,54,Washington,Seattle,Female,"Some college, no degree",145,White,2015,Divorced
5796,60,New Yor,Shortsville,Female,Bachelor’s degree,45,Blac or African American,2016,Married
5797,56,Pennsylvania,Forsville,Female,Master’s degree,165,Native Hawaiian or Other Pacific Islander,2021,Divorced
5798,66,Pennsylvania,Elysburg,Male,Less than high school,35,Native Hawaiian or Other Pacific Islander,2011,Widowed
5799,41,New Yor,Jewett,Male,Bachelor’s degree,165,White,2010,Divorced
5800,63,Louisiana,Longville,Female,"Some college, no degree",75,White,2010,Divorced
5801,46,Pennsylvania,Morann,Female,Associate degree,45,White,2014,Single
5802,31,Florida,Newberry,Male,Doctoral degree,65,Native Hawaiian or Other Pacific Islander,2018,Divorced
5803,57,New Yor,Buffalo,Male,Associate degree,165,Blac or African American,2014,Divorced
5804,59,Virginia,Bealeton,Male,"Some college, no degree",185,Blac or African American,2020,Married
5805,58,Nebrasa,Talmage,Male,High school diploma or equivalent,165,White,2019,Divorced
5806,20,Massachusetts,Marion,Female,"Some college, no degree",35,White,2021,Married
5807,31,Texas,Abilene,Female,High school diploma or equivalent,145,Asian,2017,Divorced
5808,71,Michigan,Sault Sainte Marie,Female,"Some college, no degree",35,Blac or African American,2015,Separated
5809,69,Illinois,Burnside,Female,Associate degree,85,Asian,2012,Widowed
5810,40,California,Storrie,Female,Doctoral degree,215,Blac or African American,2015,Married
5811,28,Tennessee,Bon Aqua,Male,High school diploma or equivalent,65,Blac or African American,2014,Single
5812,33,New Jersey,Bloomfield,Female,Master’s degree,215,White,2015,Single
5813,26,South Daota,Presho,Female,High school diploma or equivalent,65,Native Hawaiian or Other Pacific Islander,2015,Married
5814,40,Missouri,Ballwin,Female,Associate degree,75,White,2019,Married
5815,48,California,Calabasas,Male,Associate degree,245,Native Hawaiian or Other Pacific Islander,2012,Divorced
5816,67,Texas,Spade,Male,"Some college, no degree",35,White,2011,Single
5817,28,Rhode Island,Adamsville,Male,Doctoral degree,65,White,2022,Single
5818,52,Texas,Whitsett,Male,Master’s degree,105,Native Hawaiian or Other Pacific Islander,2012,Divorced
5819,35,Pennsylvania,Philadelphia,Female,"Some college, no degree",105,White,2021,Divorced
5820,69,Ohio,Medway,Female,Bachelor’s degree,85,Blac or African American,2018,Separated
5821,50,Massachusetts,Springfield,Female,"Some college, no degree",35,Asian,2012,Divorced
5822,40,entucy,Lovely,Female,"Some college, no degree",45,American Indian or Alasa Native,2013,Single
5823,66,California,San Francisco,Male,Bachelor’s degree,75,Blac or African American,2014,Separated
5824,52,Washington,Outloo,Female,Less than high school,165,Native Hawaiian or Other Pacific Islander,2021,Separated
5825,20,Louisiana,Shreveport,Female,High school diploma or equivalent,45,White,2018,Divorced
5826,57,Virginia,Carrsville,Male,"Some college, no degree",65,Native Hawaiian or Other Pacific Islander,2020,Single
5827,47,California,Sacramento,Female,Doctoral degree,45,White,2018,Married
5828,61,Pennsylvania,Fallentimber,Female,Associate degree,215,White,2018,Married
5829,70,New Hampshire,Goshen,Male,Master’s degree,75,Native Hawaiian or Other Pacific Islander,2016,Married
5830,69,Wisconsin,Milwauee,Female,Doctoral degree,75,Asian,2021,Widowed
5831,55,New Jersey,South Bound Broo,Female,Less than high school,55,Native Hawaiian or Other Pacific Islander,2012,Married
5832,44,West Virginia,Bridgeport,Female,Less than high school,65,Native Hawaiian or Other Pacific Islander,2014,Divorced
5833,48,Missouri,Avilla,Male,"Some college, no degree",65,Native Hawaiian or Other Pacific Islander,2014,Married
5834,70,California,Lytle Cree,Female,High school diploma or equivalent,95,White,2015,Divorced
5835,62,Oregon,Chemult,Female,Less than high school,85,Asian,2014,Divorced
5836,49,Virginia,Belspring,Male,Master’s degree,75,White,2014,Separated
5837,48,Maryland,Annapolis Junction,Female,Less than high school,45,Native Hawaiian or Other Pacific Islander,2012,Single
5838,70,California,Thousand Oas,Female,Less than high school,85,Blac or African American,2020,Single
5839,66,ansas,Spring Hill,Male,Bachelor’s degree,245,American Indian or Alasa Native,2021,Married
5840,31,Ohio,Aron,Male,Associate degree,145,Native Hawaiian or Other Pacific Islander,2010,Single
5841,62,entucy,Bellevue,Male,Master’s degree,165,Native Hawaiian or Other Pacific Islander,2019,Divorced
5842,22,Georgia,Jonesboro,Female,Bachelor’s degree,45,White,2015,Single
5843,64,Georgia,Tignall,Female,Master’s degree,105,White,2014,Separated
5844,35,California,Santa Barbara,Female,Bachelor’s degree,245,Asian,2021,Single
5845,47,Pennsylvania,Tyrone,Male,Associate degree,85,Native Hawaiian or Other Pacific Islander,2022,Single
5846,24,California,Richmond,Female,Doctoral degree,165,Native Hawaiian or Other Pacific Islander,2011,Divorced
5847,58,Texas,Austin,Female,Associate degree,75,Blac or African American,2015,Divorced
5848,68,North Carolina,Charlotte,Male,Bachelor’s degree,285,Native Hawaiian or Other Pacific Islander,2017,Married
5849,62,Alasa,Bucland,Female,Associate degree,105,White,2019,Single
5850,45,Pennsylvania,Maytown,Female,Associate degree,105,Asian,2022,Divorced
5851,35,Minnesota,New Yor Mills,Female,Doctoral degree,125,Asian,2017,Married
5852,50,New Yor,Hortonville,Male,Less than high school,125,White,2015,Divorced
5853,25,Illinois,Chatsworth,Female,Less than high school,75,Asian,2010,Married
5854,35,New Hampshire,Newport,Male,Doctoral degree,245,Native Hawaiian or Other Pacific Islander,2017,Divorced
5855,70,Aransas,Datto,Female,Less than high school,35,Asian,2017,Divorced
5856,37,Pennsylvania,New Holland,Male,"Some college, no degree",95,Blac or African American,2012,Single
5857,45,California,Salinas,Female,Master’s degree,95,Blac or African American,2016,Married
5858,47,California,San Jacinto,Male,High school diploma or equivalent,165,White,2015,Married
